Week,Posts,PostsInWeek
10, Disney  last night I saw  StarWars & 4 a moment thought the world was actually changing. today i tried 2 shop 4 merch. im crushed  WhereIsRey  ,1474
10,"C'mon, Hasbro, get with the times. No more toy sets that exclude the female character, please.  WhereIsRey   http://legionofleia.com/2015/11/ WhereIsRey  -hasbro-target-are-we-really-going-to-start-  StarWars  -this-way/ …",1474
10,"Hey, Hasbro!  WhereIsRey  Hey, Hasbro!  WhereIsRey  ",1474
10,Outraged that   StarWars   Monopoly doesn't include Rey - only male characters who are less important than her in the film.  WhereIsRey  Outraged that   StarWars   Monopoly doesn't include Rey - only male characters who are less important than her in the film.  WhereIsRey  ,1474
10,Forget WheresLuke.  WhereIsRey  !? She's the main character & completely M.I.A. On shelves. Come on  Disney   StarWars ,1474
10,This is totally F'd up.  WhereIsRey  Avengers set - no Black Widow Guardians set - no Gamora   StarWars   - no Rey. She's THE MAIN CHARACTER.  WhereIsRey  ,1474
10," WhereIsRey   - well, I found her last night at Walgreens",1474
10, WhereIsRey   Target? Funny How the  StarWars  Action Figure Pack Is Missing the Female Character http://www.cosmopolitan.com/lifestyle/news/a51171/rey-missing-from-  StarWars  -action-figures/ … via Cosmopolitan,1474
10,"Its_zoeyyyy I'd say maybe they were sold out, but that's FAR too optimistic.  WhereIsRey  View conversation ",1474
10,"Thank you OriginalFunko for having Rey! toy sellers, take notes!  WhereIsRey   HeresRey",1474
10, WhereIsRey   here again WhereIsRey   here again,1474
10, WhereIsRey   right here~ WhereIsRey   right here~,1474
10,I also noticed this a couple weeks ago.  WhereIsRey  ,1474
10, WhereIsRey People are upset that Rey is missing from   StarWars   TheForceAwakenstoy sets http://bzfd.it/1ScftZD ,1474
10," WhereIsRey  ? Being suppressed by DMCA abuse, apparently. http://fortune.com/2015/12/11/walmart-  StarWars  -action-figure- Disney / … That's a bullshit claim by  Disney . WhereIsRey  ? Being suppressed by DMCA abuse, apparently. http://fortune.com/2015/12/11/walmart-  StarWars  -action-figure- Disney / … That's a bullshit claim by  Disney .View photo ",1474
10,Walgreens actually had Rey and BB-8.  WhereIsRey   goteem https://www.instagram.com/p/_sYRrxxZPj/ Walgreens actually had Rey and BB-8.  WhereIsRey   goteem https://www.instagram.com/p/_sYRrxxZPj/ ,1474
10,"WomenNMedia wait what, why? This doll is rad, don't get me wrong but  WhereIsRey View conversation ",1474
10,"So they actually put some random stormtrooper in the   StarWars   set, rather than Rey? That's insane.  WhereIsRey  So they actually put some random stormtrooper in the   StarWars   set, rather than Rey? That's insane.  WhereIsRey  ",1474
10,"willmckinley If we all concentrate, maybe we can force-choke the bozos responsible for this.  StarWars TheForceAwakens WhereIsRey View conversation ",1474
10,"I'm mad that little  girl  being told they should focus on fashion, while boys are told they shouldn't play with  girl .  StarWars I'm mad that little  girl  being told they should focus on fashion, while boys are told they shouldn't play with  girl .  StarWars  WhereIsRey  ",1474
10, Disney  has  StarWars  Disney  has  StarWars products for  girl ! Kitchens & clothes! The stuff we love!  WhereIsRey   http://thebea.st/1kixA1Y ,1474
10,  StarWars   Merch’s Sexism Problem:  WhereIsRey   Highlights Dearth in Female toy - vulgarweed: profeminist:... http://tmblr.co/ZfTMGw1_Vxwq5   StarWars   Merch’s Sexism Problem:  WhereIsRey   Highlights Dearth in Female toy - vulgarweed: profeminist:... http://tmblr.co/ZfTMGw1_Vxwq5 ,1474
10,So  WhereIsRey   ? My niece wants a Rey action figure. Nothing found. What the hell Target?  StarWars TheForceAwakens FAIL.,1474
10,"Hey Hasbro, maybe boys aren't playing with girl action figures because you don't give them any.  WhereIsRey   WheresGamora WheresWidow",1474
10, WhereIsRey   Asks An All-Too-Familiar Question: why are women characters still omitted in action figures? http://ow.ly/WiBax   StarWars  WhereIsRey   Asks An All-Too-Familiar Question: why are women characters still omitted in action figures? http://ow.ly/WiBax   StarWars ,1474
10,Was excited to see SW standees at Walmart when I came into work but disappointed to find they don't have Rey the main character  WhereIsRey  ,1474
10, WhereIsRey  WhereIsRey ,1474
10,We're getting very tired of this scenario ... Time for Hasbro to get its act together! http://www.buzzfeed.com/andyneuenschwander/where-is-rey …  WhereIsRey  ,1474
10,Mal wieder...  WhereIsRey  http://www.buzzfeed.com/andyneuenschwander/where-is-rey …Mal wieder...  WhereIsRey  http://www.buzzfeed.com/andyneuenschwander/where-is-rey … ,1474
10,Awkward when a company doesn't watch the film they are marketing. Leaving out a lead character from merch is tres embarrassing  WhereIsRey  Awkward when a company doesn't watch the film they are marketing. Leaving out a lead character from merch is tres embarrassing  WhereIsRey  ,1474
10,The fuckin HELL  WhereIsRey  Avengers set - no Black Widow Guardians set - no Gamora   StarWars   - no Rey. She's THE MAIN CHARACTER.  WhereIsRey  ,1474
10,.Twitter erupts over toy snub of  StarWars ' female character: http://on.hln.tv/IcNMY   WhereIsRey  ,1474
10,"Seriously, HasbroNews (and toy companies everywhere)? She's the main character, and this is absurd.  WhereIsRey   http://www.cosmopolitan.com/lifestyle/news/a51171/rey-missing-from-  StarWars  -action-figures/ …",1474
10,When the female character is excluded from merch but is literally the main character  WhereIsRey  When the female character is excluded from merch but is literally the main character  WhereIsRey  ,1474
10, WhereIsRey   The company is called Hasbros. Pretty self explanatory. WhereIsRey   The company is called Hasbros. Pretty self explanatory.,1474
10,I may or may not have just FB ranted at a distant relative regarding female erasure in toy marketing.  WhereIsRey  I may or may not have just FB ranted at a distant relative regarding female erasure in toy marketing.  WhereIsRey  ,1474
10,I went to  Disney  store and they didn't have any Rey action figure.  WhereIsRey   Why do some companies Has-Bros but don't Has-Females Hasbro,1474
10,Ummm yeah. People Are Upset That Rey Is Missing From “  StarWars  : The Force Awakens” toy Sets  WhereIsRey ? http://www.buzzfeed.com/andyneuenschwander/where-is-rey?utm_term=.ilyDdoKjl …Ummm yeah. People Are Upset That Rey Is Missing From “  StarWars  : The Force Awakens” toy Sets  WhereIsRey ? http://www.buzzfeed.com/andyneuenschwander/where-is-rey?utm_term=.ilyDdoKjl …,1474
10,"enjoyed   StarWars   but shocked to find Rey isn’t available as an action figure. Hasbro it’s 2015, you’re better than this  WhereIsRey  ",1474
10,Executives at Hasbro and Target discussing  WhereIsRey  ,1474
10,"Dear People in Charge of Merchandising, If you make stuff featuring strong female characters, I will give you my money.  WhereIsRey   AlsoLeiaDear People in Charge of Merchandising, If you make stuff featuring strong female characters, I will give you my money.  WhereIsRey   AlsoLeia",1474
10,Yay! Found some Rey stuff! They're getting there. Hopefully more to come.  WhereIsRey  Yay! Found some Rey stuff! They're getting there. Hopefully more to come.  WhereIsRey  ,1474
10,Unbelievable  WhereIsRey  http://www.buzzfeed.com/andyneuenschwander/where-is-rey?bftwnews&utm_term=.wsO8LmmNx.mkXov55d9 … BuzzFeed,1474
10,Here's a point about  WhereIsRey  : look at this. How come John Boyega gets a likeness but Daisy Ridley doesn't?Here's a point about  WhereIsRey  : look at this. How come John Boyega gets a likeness but Daisy Ridley doesn't?,1474
10,Who is missing from the new Falcon toy? It's Black Widow all over again.  Disney  Hasbro  StarWars   WhereIsRey  ,1474
10,"Oh, sorry. She's off Getting Sh*t Done while everyone else is standing around.  WhereIsRey  Oh, sorry. She's off Getting Sh*t Done while everyone else is standing around.  WhereIsRey  ",1474
10,Finding Rey TheForceAwakensFinding Rey TheForceAwakens,1474
10,"Need a Where's Waldo-type book where you try to find Rey in the toy aisle... only, like in real life, she isn't actually there.  WhereIsRey  Need a Where's Waldo-type book where you try to find Rey in the toy aisle... only, like in real life, she isn't actually there.  WhereIsRey  ",1474
10,Action figure of character cut from the movie? Sure. Action figure of the goddamn star? Noooooope.  WhereIsRey  Action figure of character cut from the movie? Sure. Action figure of the goddamn star? Noooooope.  WhereIsRey  ,1474
10,arainert HasbroNews +1  WhereIsRey ?!View conversation ,1474
10,This is fucked.  WhereIsRey   Target????This is fucked.  WhereIsRey   Target????View photo ,1474
10,"It's not just the  girl : my three boys are eager for a Rey action figure, too. Come on,  Disney .  WhereIsRey   toyforallkidsnot girl orboysIt's not just the  girl : my three boys are eager for a Rey action figure, too. Come on,  Disney .  WhereIsRey   toyforallkidsnot girl orboys",1474
10, WhereIsRey  : Twitter erupts over toy snub of '  StarWars  ' female character: Fans have taken to Twitter to point ... http://bit.ly/1VdbJqo  WhereIsRey  : Twitter erupts over toy snub of '  StarWars  ' female character: Fans have taken to Twitter to point ... http://bit.ly/1VdbJqo ,1474
10,It's the seemingly small things like this that make up everyday sexism  WhereIsRey  People have one question after noticing   StarWars   toy sets were missing the movie's main character:  WhereIsRey  ? http://www.buzzfeed.com/andyneuenschwander/where-is-rey?bftwnews&utm_term=4ldqpgc4ldqpgc …,1474
10,I just saw this movie last night and I'm angry about this  WhereIsRey   StarWars Merchandise Sparks Outrage With Exclusion of Lead Female Character Rey http://bit.ly/1YAHO0H  So crazy!,1474
10,"So mad about  WhereIsRey  .  girl  everywhere just can't catch a break, can we?So mad about  WhereIsRey  .  girl  everywhere just can't catch a break, can we?",1474
10,"Cool, Target. I didn’t want the main character from  StarWars  anyway.  WhereIsRey  ?",1474
10, WhereIsRey   I scoured four different toy aisles this week and found one single solitary Rey. Here… https://www.instagram.com/p/_rX9OnGfQM/  WhereIsRey   I scoured four different toy aisles this week and found one single solitary Rey. Here… https://www.instagram.com/p/_rX9OnGfQM/ ,1474
10, WhereIsRey   every page from a  StarWars  WhereIsRey   every page from a  StarWars theforceawakensmini coloring book. Two Finns. Two Kylo… https://www.instagram.com/p/_rWBWhGfcA/ ,1474
10,Absolutely brilliant.  WhereIsRey   wtf hasbro includethe girl  Repost irrelevantchangeling… https://www.instagram.com/p/_rTrNmGfXI/ Absolutely brilliant.  WhereIsRey   wtf hasbro includethe girl  Repost irrelevantchangeling… https://www.instagram.com/p/_rTrNmGfXI/ ,1474
10,.Hasbro &  Disney : The reason  girl  don’t buy   StarWars   action figures is that WE’RE NEVER GIVEN ANY WE WANT. stupidbikinileia  WhereIsRey  ,1474
10,"Home and apparel products. HOME AND APPAREL PRODUCTS. F*** you,  Disney .  WhereIsRey   TheForceAwakens Disney  has  StarWars products for  girl ! Kitchens & clothes! The stuff we love!  WhereIsRey   http://thebea.st/1kixA1Y ",1474
10,"This. As mom of a boy, of course I want him to also have Rey toy. Heroes aren't defined by gender.  WhereIsRey  People are upset that Rey is missing from   StarWars   TheForceAwakenstoy sets http://bzfd.it/1ScftZD ",1474
10,  StarWars  ' fans are asking  WhereIsRey   after action-figure set excludes her http://bit.ly/1iZ6PPC  via dailydot,1474
10,Either some licensees didn't know the central role Rey played in TFA - or perhaps they didn't care.  WhereIsRey  ,1474
10,So ridiculous that most of the   StarWars   merchandise is leaving out the main protagonist  WhereIsRey   HasbroNews,1474
10," WhereIsRey   ?!? _PapaJosh. This is bull!  Disney  (yes, he's my Muggle)",1474
10,This was the ONLY Rey found at Target  WhereIsRey  ,1474
10, WhereIsRey   they have Jar Jar effing Binks but no Rey. Hey target get with it will ya?,1474
10,Dear  Disney : My daughter is a Jedi not a princess. Dearth of main character - who is also the primary female - is inexcusable.  WhereIsRey  ,1474
10,My daughter is a Jedi not a princess. Sexist stereotype of kids by  Disney .  WhereIsRey  My daughter is a Jedi not a princess. Sexist stereotype of kids by  Disney .  WhereIsRey  ,1474
10,"Boys who are all "" Disney  excluded Rey merchandise as a misdirection to stop ppl speculating about her character"" need to stopBoys who are all "" Disney  excluded Rey merchandise as a misdirection to stop ppl speculating about her character"" need to stop.  WhereIsRey  ",1474
10,My daughter started the   StarWars   fan club at school Someone forgot to tell her it's only 4 boys.  WhereIsRey    StarWars TheForceAwakensMy daughter started the   StarWars   fan club at school Someone forgot to tell her it's only 4 boys.  WhereIsRey    StarWars TheForceAwakens,1474
10, WhereIsRey    WhereIsRey Got this for the niece & nephews. I take issue with the fact that there is no Rey piece  StarWars TheForceAwakens,1474
10,I want to talk to the   StarWars   merchandising people.  WhereIsRey   Disney  LeighAnnKopansView conversation ,1474
10,"People Are Upset That Rey Is Missing From ""  StarWars  : The Force Awakens"" toy Sets EverydaySexism  WhereIsRey   http://www.buzzfeed.com/andyneuenschwander/where-is-rey?utm_term=.clbovxERJ8 … ",1474
10,Kinda like leaving Luke out of original  StarWars boxed sets.  WhereIsRey  ,1474
10,Crazy!  WhereIsRey   WeWantLeiaNo Rey 3 CaptainPhasma,1474
10,Tried to find a Rey Action figure. Quite disappointed to learn that this is why I couldn't find one.  WhereIsRey   http://www.thedailybeast.com/articles/2015/12/22/  StarWars  -merch-s-sexism-problem- WhereIsRey  -highlights-dearth-in-female-toy.html …Tried to find a Rey Action figure. Quite disappointed to learn that this is why I couldn't find one.  WhereIsRey   http://www.thedailybeast.com/articles/2015/12/22/  StarWars  -merch-s-sexism-problem- WhereIsRey  -highlights-dearth-in-female-toy.html …,1474
10,UUUGGHHHHH  Disney !!!! Been saying this since force Friday months ago!  WhereIsRey    WhereIsRey    WhereIsRey    WhereIsRey    WhereIsRey   !??,1474
10,"After finally watching TheForceAwakensAfter finally watching TheForceAwakens, I'm STILL left wondering  WhereIsRey   in the merch!?! DAMMIT!!! >:(",1474
10,The fans vs. Hasbro/others and their sexist merch.  WhereIsRey   WheresBlackWidow WheresGamora MissRep NotBuyingIt,1474
10,"Not a huge Christmas tree person, but the absence of a Rey (and Finn for that matter) Hallmark ornament is really bogus  WhereIsRey  ",1474
10,"Putting the ""bro"" in Hasbro http://www.thedailybeast.com/articles/2015/12/22/  StarWars  -merch-s-sexism-problem- WhereIsRey  -highlights-dearth-in-female-toy.html …  WhereIsRey  ",1474
10,Oh toy makers - why do you leave out the  girl ?  WhereIsRey   http://www.thedailybeast.com/articles/2015/12/22/  StarWars  -merch-s-sexism-problem- WhereIsRey  -highlights-dearth-in-female-toy.html …Oh toy makers - why do you leave out the  girl ?  WhereIsRey   http://www.thedailybeast.com/articles/2015/12/22/  StarWars  -merch-s-sexism-problem- WhereIsRey  -highlights-dearth-in-female-toy.html …,1474
10,That is so embarrassing! This movie was focused on her journey.  WhereIsRey  Not even sure how a — if not THE — major new character in franchise can be left out of the  StarWars set. epicfail https://twitter.com/thedailybeast/status/679180498011336704 …,1474
10,Why. On the Earth. Would you exclude the main character? It's   StarWars  : Rey New Hope!!!  WhereIsRey   http://fb.me/3U1Q26fvM Why. On the Earth. Would you exclude the main character? It's   StarWars  : Rey New Hope!!!  WhereIsRey   http://fb.me/3U1Q26fvM ,1474
10, StarWars  StarWars - Here is Rey from  StarWars TheForceAwakens !  WhereIsRey    WhereIsRey  Hasbro http://fb.me/2rfjQciVJ  ,1474
10,"Yay, finally found  StarWars  Rey from  StarWars TheForceAwakens !  WhereIsRey    WhereIsRey  TheForceAwakenshttp://fb.me/8TvRuBPHr ",1474
10, StarWars  StarWars - Here is Rey from  StarWars TheForceAwakens !  WhereIsRey    WhereIsRey  Hasbro http://fb.me/2rfjQciVJ  ,1474
10,"Merry Christmas to me courtesy of DesignByHumans dope art, dope quality, dope timeliness WhereIsRey  onmychest",1474
10,Merry xmas  Disney  - great job with  StarWars TheForceAwakens - But toy?  WhereIsRey  (Found her in  Disney Infinity - theboxthatsoldout),1474
10,"fluffyackles Target has a bunch of her action figures, just not 12 inch versions for some reason.  WhereIsRey  ",1474
10,VPoltrack Target Hasbro They don't make a 12 inch version. But Her action figures are awesome!  WhereIsRey  ,1474
10,She was hard to find but we got her.  WhereIsRey  HereIsRey TheForceAwakensShe was hard to find but we got her.  WhereIsRey  HereIsRey TheForceAwakens,1474
10,"Yeah, it is a bit weird that this guy has two figurines, & Rey, the lead, the hero, is MIA.  WhereIsRey   ???Yeah, it is a bit weird that this guy has two figurines, & Rey, the lead, the hero, is MIA.  WhereIsRey   ???",1474
10,  StarWars   Merch’s Sexism Problem:  WhereIsRey   Highlights Dearth in Female toy - profeminist: “As... http://tmblr.co/ZUxJGw1_XCHs2   StarWars   Merch’s Sexism Problem:  WhereIsRey   Highlights Dearth in Female toy - profeminist: “As... http://tmblr.co/ZUxJGw1_XCHs2 ,1474
10,"ChrisHorror Sí hay, varios. Pero andan haciendo su mamada de  WhereIsRey  porque en un set no viene Rey y el heteropatriarcado y bla.View conversation ",1474
10, WhereIsRey   (Very mild   StarWars   spoilers.) http://www.thedailybeast.com/articles/2015/12/22/  StarWars  -merch-s-sexism-problem- WhereIsRey  -highlights-dearth-in-female-toy.html … WhereIsRey   (Very mild   StarWars   spoilers.) http://www.thedailybeast.com/articles/2015/12/22/  StarWars  -merch-s-sexism-problem- WhereIsRey  -highlights-dearth-in-female-toy.html …,1474
10,stewartsc That’s because there are basically no Rey toy until after Christmas. Check this  WhereIsRey  View conversation ,1474
10,"Hey guess what, women watch   StarWars   and Marvel movies too, shocking I know...  Disney   Disney Pixar marvel  WhereIsRey   wheresBlackWidow",1474
10,The fact that there is a woman in  StarWars TheForceAwakens and she has a large part to play IS NOT a spoiler. It's called life.  WhereIsRey  The fact that there is a woman in  StarWars TheForceAwakens and she has a large part to play IS NOT a spoiler. It's called life.  WhereIsRey  ,1474
10,"I was so excited to play this, until I realized there was no Rey!  WhereIsRey    StarWars I was so excited to play this, until I realized there was no Rey!  WhereIsRey    StarWars th… http://ift.tt/1J6mxEX ",1474
10,"Woke up to find out they omitted Rey from   StarWars   toy, including one she explicitly has a central role in. Fuck you.  WhereIsRey  Woke up to find out they omitted Rey from   StarWars   toy, including one she explicitly has a central role in. Fuck you.  WhereIsRey  ",1474
10,"target 7yo son asked me to ""make a comment"" to let you know you forgot Rey, ""since you go to Target a lot""  WhereIsRey  ",1474
10,Sexism has been used in the marketing of children's toy for YEARS. This is what your children try to tell you.  WhereIsRey  Sexism has been used in the marketing of children's toy for YEARS. This is what your children try to tell you.  WhereIsRey  ,1474
10,New  StarWars New  StarWars toy are missing one crucial thing  WhereIsRey   http://www.sheknows.com/parenting/articles/1107013/  StarWars  -toy-sexist?adbsc=social_20151223_56681226&adbid=10153549645188110&adbpl=fb&adbpr=111589138109 …,1474
10,I can't believe they left Rey out of this  StarWars set!!!  WhereIsRey  ,1474
10,I was actually planning on buying a rey doll when I saw there was a Finn one. Didn't find her seriously  WhereIsRey  I was actually planning on buying a rey doll when I saw there was a Finn one. Didn't find her seriously  WhereIsRey  ,1474
10,"cyrusmortazavi Rey, since  Disney  has decided not to market her.  WhereIsRey  View conversation ",1474
10,  StarWars   Merchandise Sparks Outrage With Exclusion of Lead Female Character Rey:  WhereIsRey   brings light to f... http://bit.ly/1Vdwh1P   StarWars   Merchandise Sparks Outrage With Exclusion of Lead Female Character Rey:  WhereIsRey   brings light to f... http://bit.ly/1Vdwh1P ,1474
10,Husband came home angry about  WhereIsRey   too after trying & failing to buy Rey for our  girl . Told him welcome to the patriarchy!Husband came home angry about  WhereIsRey   too after trying & failing to buy Rey for our  girl . Told him welcome to the patriarchy!,1474
10,"Wow,  Disney  . First hardly any Frozen merch in '13 now I can't get Rey figures for my  girl ?Do u not want the next gen of fans?  WhereIsRey  ",1474
10,21 Rey items you can buy right now or pre-order!  WhereIsRey   http://thenerdybird.com/more-  StarWars  -force-awakens-rey-merchandise-than-you-can-shake-a-staff-at/ … HerUniverse collectsideshow,1474
10,"Way to go,  Disney , you've omitted THE MAIN CHARACTER OF THE FILM.  WhereIsRey    StarWars TheForceAwakens",1474
10,.Hasbro this is literally a new generation of   StarWars   fans and you're excluding 50% of them  WhereIsRey  ,1474
10,Confused about Hasbro's decision not to include Rey in any  StarWars toy. Not like she's the lead character or anything!  WhereIsRey  ,1474
10,"Don't get me wrong, I LOVED the movie. It's this merchandising bullsh*t that's upsetting.  WhereIsRey  Don't get me wrong, I LOVED the movie. It's this merchandising bullsh*t that's upsetting.  WhereIsRey  ",1474
10,"Help save the universe, don't even get your own action figure.  WhereIsRey  Help save the universe, don't even get your own action figure.  WhereIsRey  ",1474
10,"PinkBBWhiskey It would be like: ""Buy this HP multi-pack—Ron, Hermione, & Snape! What? Harry wouldn't have sold if we made him.""  WhereIsRey  ?View conversation ",1474
10,Highest grossing blockbuster EVER releases right before Christmas—and no toy to be found of THE LEAD CHARACTER because... girl.  WhereIsRey  ?Highest grossing blockbuster EVER releases right before Christmas—and no toy to be found of THE LEAD CHARACTER because... girl.  WhereIsRey  ?,1474
10,"Spent hours justifying the imbalance with a friend, only to be completely saddened by the truth.  WhereIsRey  ",1474
10,"No Rey 3 CaptainPhasmaNo Rey 3 CaptainPhasmaBuzzFeed News, BuzzFeed UK, Film Inquiry and 7 others",1474
10,Nice list of the available Rey merchandise. Buy it. Corps only listen to $$$. http://ow.ly/WiLD9   WhereIsRey   MoneyWhereYourMouthIsNice list of the available Rey merchandise. Buy it. Corps only listen to $$$. http://ow.ly/WiLD9   WhereIsRey   MoneyWhereYourMouthIs,1474
10,They have Everyone except Fin and Rey..  WhereIsRey  They have Everyone except Fin and Rey..  WhereIsRey  ,1474
10,"bketelsen mind you, that tweet was followed by my realization that the  WhereIsRey   is misleading, there is indeed a LOT of Rey in toy. :)View conversation ",1474
10,On that note.  WhereIsRey   here http://www.amazon.com/  StarWars  -Awakens-Figurine-Playset/dp/B015AM8P3Q … and here http://www.walmart.com/ip/47646104?wmlspartner=wlpa&adid=22222222227034864556&wl0=&wl1=g&wl2=c&wl3=56802700898&wl4=&wl5=pla&wl6=88558669538&veh=sem … and here http://www.walmart.com/ip/47646104?wmlspartner=wlpa&adid=22222222227034864556&wl0=&wl1=g&wl2=c&wl3=56802700898&wl4=&wl5=pla&wl6=88558669538&veh=sem …On that note.  WhereIsRey   here http://www.amazon.com/  StarWars  -Awakens-Figurine-Playset/dp/B015AM8P3Q … and here http://www.walmart.com/ip/47646104?wmlspartner=wlpa&adid=22222222227034864556&wl0=&wl1=g&wl2=c&wl3=56802700898&wl4=&wl5=pla&wl6=88558669538&veh=sem … and here http://www.walmart.com/ip/47646104?wmlspartner=wlpa&adid=22222222227034864556&wl0=&wl1=g&wl2=c&wl3=56802700898&wl4=&wl5=pla&wl6=88558669538&veh=sem …,1474
10,The lack of a Rey character figurine is absurdly idiotic. Talk about a massive fail on so many levels. How to fail so massively?  WhereIsRey  The lack of a Rey character figurine is absurdly idiotic. Talk about a massive fail on so many levels. How to fail so massively?  WhereIsRey  ,1474
10,??? ?? ?? ??? ?? ?? ??? ?? ????? ??? ?? ??? ? ???????? ??? ?????? ?????? ?????.  WhereIsRey ? ?? ????;; ???? ??? ???? ?? ?????? ???? ????? ?? ?? ????.. ??? BB8?? ?? ??? ??... ???? ???? ???? ?? ????..????,1474
10,"¡Argh!  WhereIsRey The ship that pilots itself, apparently.  WhereIsRey   StarWars TheForceAwakens",1474
10,Sobre el tema  WhereIsRey  (para quien no sepa: que han sudado de hacer muñeca de la protagonista de   StarWars   VII)Si no hay muñeca de Rey es precisamente porque los mini-machomanes no pueden jugar con muñecas. Ni siquiera con muñecas de acción.,1474
10,"trohman what's your opinion on the  WhereIsRey  question, i saw your ig post a few days ago, how you were feeling about the female lead :)",1474
10, WhereIsRey  WhereIsRey ,1474
10," WhereIsRey   there's no 'get used to it'. Get it straight, franchise! We need Rey! http://www.shewired.com/outrageous/2015/12/24/  StarWars  -merchandise-sparks-outrage-exclusion-lead-female-character-rey … WhereIsRey   there's no 'get used to it'. Get it straight, franchise! We need Rey! http://www.shewired.com/outrageous/2015/12/24/  StarWars  -merchandise-sparks-outrage-exclusion-lead-female-character-rey …",1474
10,  StarWars   Merch’s Sexism Problem:  WhereIsRey   Highlights Dearth in Female toy - profeminist: “As... http://tmblr.co/ZxHozx1_adqwN   StarWars   Merch’s Sexism Problem:  WhereIsRey   Highlights Dearth in Female toy - profeminist: “As... http://tmblr.co/ZxHozx1_adqwN ,1474
10, WhereIsRey   Shame on you  Disney  and Hasbro. http://www.thedailybeast.com/articles/2015/12/22/  StarWars  -merch-s-sexism-problem- WhereIsRey  -highlights-dearth-in-female-toy.html … WhereIsRey   Shame on you  Disney  and Hasbro. http://www.thedailybeast.com/articles/2015/12/22/  StarWars  -merch-s-sexism-problem- WhereIsRey  -highlights-dearth-in-female-toy.html …,1474
10,Epic fail! Where's Rey?  WhereIsRey   http://ln.is/moviepilot.com/posts/iHxFZ …Epic fail! Where's Rey?  WhereIsRey   http://ln.is/moviepilot.com/posts/iHxFZ …,1474
10,"Cool, HasbroNews but umm  WhereIsRey   ... Disney  HasbroGameNight",1474
10,I'm not even a huge  StarWars I'm not even a huge  StarWars fan and I'm asking  WhereIsRey   ?,1474
10,You'd think I would have been able to find a Rey action figure for my  girl  at one of the four stores I went to but....  WhereIsRey  You'd think I would have been able to find a Rey action figure for my  girl  at one of the four stores I went to but....  WhereIsRey  ,1474
10,The only issue I see is hasbro and  StarWars  might have supply issues and that may be sexist. But it could be to raise demand.  WhereIsRey  ,1474
10," WhereIsRey   ""maybe they made a accident"" fail  Disney Studios JJAbramsFans Target  Disney Citizens",1474
10,"From  WhereIsRey   to Mast Brothers controversy, here's 9 stories worth a click today: http://dnain.fo/1U8BJlp From  WhereIsRey   to Mast Brothers controversy, here's 9 stories worth a click today: http://dnain.fo/1U8BJlp ",1474
10,And I RT'ed that. Lesson: SJW's are always wrong or lying. Resist the temptation of RT'ing them.  WhereIsRey And I RT'ed that. Lesson: SJW's are always wrong or lying. Resist the temptation of RT'ing them.  WhereIsRey ,1474
10,Last week SJWs made fuzz about Rey not being in a 6 figure set. She had her own (Sold out) http://www.hasbro.com/en-gb/product/  StarWars  -the-black-series-6-inch-rey-jakku-and-bb-8:4C0322D8-5056-9047-F5B6-4ED6C0C8BAB4 …  WhereIsRey Last week SJWs made fuzz about Rey not being in a 6 figure set. She had her own (Sold out) http://www.hasbro.com/en-gb/product/  StarWars  -the-black-series-6-inch-rey-jakku-and-bb-8:4C0322D8-5056-9047-F5B6-4ED6C0C8BAB4 …  WhereIsRey ,1474
10,"A Rey action figure, which is all I really want. WhatSantaWontGetMeForXmas  WhereIsRey  A Rey action figure, which is all I really want. WhatSantaWontGetMeForXmas  WhereIsRey  ",1474
10,I find the lack of Rey disturbing... also the bullshit that is gendered marketing.  WhereIsRey   TheForceAwakensI find the lack of Rey disturbing... also the bullshit that is gendered marketing.  WhereIsRey   TheForceAwakenshttp://mikeadamick.com/2015/12/rey-is-not-a-role-model-for-little- girl -major-spoilers-ahead/ …,1474
10,"Rey was the best thing with the new  StarWars Rey was the best thing with the new  StarWars and then  WhereIsRey   — I am like, and where is middleaged Leia. Loved her.",1474
10,"Well, I found Rey!  WhereIsRey  Well, I found Rey!  WhereIsRey  ",1474
10,me  rey merch  WhereIsRey  ,1474
10, WhereIsRey   I went to three stores looking for   StarWars   toy for my nieces. Rey wasn't in any of the sets. Wtf? WhereIsRey   I went to three stores looking for   StarWars   toy for my nieces. Rey wasn't in any of the sets. Wtf?,1474
10,  StarWars   Monopoly  WhereIsRey    StarWars   Monopoly  WhereIsRey  ,1474
10,Where's Rey? Where to find   StarWars  : The Force Awakens' Rey toy and Action Figures http://wp.me/p3NpMd-2fK   WhereIsRey    StarWars Where's Rey? Where to find   StarWars  : The Force Awakens' Rey toy and Action Figures http://wp.me/p3NpMd-2fK   WhereIsRey    StarWars ,1474
10,You know what my five year old didn't get me for Christmas? Rey. Because WHAT WAS  Disney /HASBRO THINKING.  WhereIsRey  You know what my five year old didn't get me for Christmas? Rey. Because WHAT WAS  Disney /HASBRO THINKING.  WhereIsRey  ,1474
10,Thanks  Disney Infinity we finally found Rey. Hopefully toy will include our female heroes HasbroNews  WhereIsRey  ,1474
10,  StarWars   Merch’s Sexism Problem:  WhereIsRey   Highlights Dearth in Female toy http://thebea.st/1OOLUI5   StarWars   Merch’s Sexism Problem:  WhereIsRey   Highlights Dearth in Female toy http://thebea.st/1OOLUI5  ,1474
10, WhereIsRey   just opened this with my kids....big disappointment. ..Rey is the hero! WhereIsRey   just opened this with my kids....big disappointment. ..Rey is the hero!,1474
